lemma,count,freq,freq_per_1000
sirds,242,0.0008942395453420096,0.894
vēlēties,241,0.0008905443406091914,0.891
mazs,241,0.0008905443406091914,0.891
vakcinēt,240,0.0008868491358763732,0.887
likt,239,0.000883153931143555,0.883
problēma,236,0.0008720683169451003,0.872
vecs,234,0.0008646779074794639,0.865
pote,234,0.0008646779074794639,0.865
izdarīt,233,0.0008609827027466456,0.861
tāds,232,0.0008572874980138274,0.857
brīvība,230,0.000849897088548191,0.85
mērķis,228,0.0008425066790825545,0.843
vīruss,227,0.0008388114743497363,0.839
atbalsts,226,0.0008351162696169181,0.835
pēdējais,225,0.0008314210648840999,0.831
skaidrs,222,0.0008203354506856452,0.82
atbilde,221,0.000816640245952827,0.817
šodien,220,0.0008129450412200088,0.813
edgars,219,0.0008092498364871906,0.809
tiešām,217,0.0008018594270215541,0.802
rezultāts,217,0.0008018594270215541,0.802
vismaz,215,0.0007944690175559177,0.794
enerģija,213,0.0007870786080902812,0.787
ķermenis,212,0.000783383403357463,0.783
aicināt,212,0.000783383403357463,0.783
atklāt,212,0.000783383403357463,0.783
galvenais,210,0.0007759929938918266,0.776
atbildība,208,0.0007686025844261901,0.769
izraisīt,208,0.0007686025844261901,0.769
skola,206,0.0007612121749605537,0.761
dažāds,206,0.0007612121749605537,0.761
organisms,205,0.0007575169702277355,0.758
process,204,0.0007538217654949172,0.754
valdība,204,0.0007538217654949172,0.754
māja,203,0.000750126560762099,0.75
gals,202,0.0007464313560292808,0.746
raksts,201,0.0007427361512964626,0.743
griba,200,0.0007390409465636444,0.739
skaits,197,0.0007279553323651897,0.728
pateikt,197,0.0007279553323651897,0.728
skatīties,196,0.0007242601276323715,0.724
dati,195,0.0007205649228995533,0.721
vesels,194,0.000716869718166735,0.717
uzskatīt,193,0.0007131745134339168,0.713
fakts,191,0.0007057841039682804,0.706
ceļš,191,0.0007057841039682804,0.706
mirt,190,0.0007020888992354622,0.702
iestāde,190,0.0007020888992354622,0.702
brīdis,190,0.0007020888992354622,0.702
zāle,190,0.0007020888992354622,0.702
pieredze,190,0.0007020888992354622,0.702
lv,189,0.0006983936945026439,0.698
gaisma,189,0.0006983936945026439,0.698
īpaši,188,0.0006946984897698257,0.695
brīvs,185,0.000683612875571371,0.684
eiropa,185,0.000683612875571371,0.684
mēnesis,185,0.000683612875571371,0.684
tālu,185,0.000683612875571371,0.684
valoda,184,0.0006799176708385528,0.68
līdzeklis,184,0.0006799176708385528,0.68
sākties,183,0.0006762224661057346,0.676
mamma,183,0.0006762224661057346,0.676
piekrist,182,0.0006725272613729164,0.673
info,180,0.0006651368519072799,0.665
lēmums,180,0.0006651368519072799,0.665
darbība,178,0.0006577464424416435,0.658
pilnīgi,178,0.0006577464424416435,0.658
pamats,178,0.0006577464424416435,0.658
ministrs,177,0.0006540512377088253,0.654
blakne,177,0.0006540512377088253,0.654
miers,177,0.0006540512377088253,0.654
prāts,177,0.0006540512377088253,0.654
darboties,176,0.0006503560329760071,0.65
roka,175,0.0006466608282431888,0.647
pilns,175,0.0006466608282431888,0.647
vienmēr,174,0.0006429656235103706,0.643
tēma,174,0.0006429656235103706,0.643
sen,174,0.0006429656235103706,0.643
gaidīt,173,0.0006392704187775524,0.639
dokuments,172,0.0006355752140447342,0.636
veidot,172,0.0006355752140447342,0.636
iedzīvotājs,171,0.000631880009311916,0.632
daba,171,0.000631880009311916,0.632
lasīt,171,0.000631880009311916,0.632
smags,169,0.0006244895998462795,0.624
mans,168,0.0006207943951134613,0.621
acs,168,0.0006207943951134613,0.621
cerēt,167,0.0006170991903806431,0.617
šķist,167,0.0006170991903806431,0.617
līgums,167,0.0006170991903806431,0.617
vajadzīgs,167,0.0006170991903806431,0.617
sekot,166,0.0006134039856478249,0.613
sekas,165,0.0006097087809150066,0.61
interese,165,0.0006097087809150066,0.61
ņemt,164,0.0006060135761821884,0.606
atpakaļ,164,0.0006060135761821884,0.606
pieiet,163,0.0006023183714493702,0.602
meklēt,163,0.0006023183714493702,0.602
plāns,163,0.0006023183714493702,0.602
interesanti,161,0.0005949279619837338,0.595
kanāls,160,0.0005912327572509155,0.591
tests,159,0.0005875375525180973,0.588
šāds,159,0.0005875375525180973,0.588
sieviete,159,0.0005875375525180973,0.588
bkus,159,0.0005875375525180973,0.588
sākums,158,0.0005838423477852791,0.584
meli,157,0.0005801471430524609,0.58
lūgt,157,0.0005801471430524609,0.58
iemesls,157,0.0005801471430524609,0.58
dakteris,155,0.0005727567335868244,0.573
bailes,155,0.0005727567335868244,0.573
vairāki,154,0.0005690615288540062,0.569
parakstīt,154,0.0005690615288540062,0.569
difterija,154,0.0005690615288540062,0.569
